shape	dist	k_eff	kryl_iter	time
0.7	0.35	0.501862883161	7	0.681927281
0.5	0.2	0.500930480481	7	2.679692014
0.5	0.25	0.497466407139	7	2.201576276
0.5	0.3	0.455584433478	7	1.412380259
0.5	0.35	0.517341898513	7	0.994095333
0.3	0.05	0.519378370059	6	62.596164595
0.8	0.05	0.516199174713	6	63.240671519
0.6	0.05	0.516677791018	6	60.631611487
0.3	0.1	0.559044211547	7	14.420782732
0.8	0.1	0.507354206408	6	12.228428447
0.3	0.15	0.513923557531	6	5.222737486
0.8	0.15	0.505265688951	7	5.682660648
0.3	0.2	0.509222724886	7	3.016004646
0.6	0.1	0.506853292296	6	11.814003455
0.8	0.2	0.493946470814	7	2.885806313
0.3	0.25	0.516542904071	7	1.842743061
0.8	0.25	0.490649689576	7	1.830700551
0.3	0.3	0.453652058912	7	1.410378764
0.6	0.15	0.507318913436	6	4.910537126
0.8	0.3	0.455621713189	7	1.304521706
0.3	0.35	0.576813088032	8	0.979846146
0.8	0.35	0.496997160741	7	0.763670252
0.6	0.2	0.498017875457	7	2.892470639
0.6	0.25	0.49453839234	7	1.94971457
0.6	0.3	0.456264706544	7	1.313635715
0.6	0.35	0.50821879155	7	0.752675523
0.4	0.05	0.517829520842	6	57.635786692
0.9	0.05	0.516083885077	6	58.141416598
0.7	0.05	0.516381334242	6	57.512148977
0.4	0.1	0.50395453247	6	12.291017201
0.9	0.1	0.50730732049	6	12.232406496
0.4	0.15	0.510815293608	6	5.11490874
0.9	0.15	0.504486977061	7	5.72586546
0.4	0.2	0.504936822893	7	2.989889927
0.7	0.1	0.507255528616	6	11.866790824
0.9	0.2	0.492369782467	7	3.059362223
0.4	0.25	0.502646669617	7	1.892891938
0.9	0.25	0.489063183508	7	1.719071217
0.4	0.3	0.454106376102	7	1.345020966
0.7	0.15	0.506187170005	6	4.723246136
0.9	0.3	0.454782897844	8	1.553509303
0.4	0.35	0.53290017504	7	0.813142688
0.9	0.35	0.493066892539	7	0.74617004
0.7	0.2	0.495781251347	7	2.712207561
0.7	0.25	0.492418308069	7	2.161956065
0.7	0.3	0.456186767075	7	1.319953477
1.0	0.15	0.503810887291	7	5.622029801
1.0	0.2	0.490974184654	7	3.042854189
1.0	0.25	0.487591324382	7	1.794296742
1.0	0.3	0.453807031233	8	1.531827718
1.0	0.35	0.489794028715	7	0.816573906
0.5	0.05	0.517161881897	6	57.282661635
1.0	0.05	0.5160058916	6	57.470963322
0.5	0.1	0.505864233252	6	13.582396401
1.0	0.1	0.507194906387	6	13.449586002
1.2	0.3	0.451743084417	8	1.662905421
1.2	0.35	0.484655516773	8	0.947334195
0.5	0.15	0.508781595723	6	5.614638677
1.1	0.05	0.515947102731	6	59.070895164
1.5	0.1	0.506467945389	6	12.799260808
1.5	0.15	0.501340766236	8	7.234463439
1.1	0.1	0.507055539373	6	12.623844025
1.5	0.2	0.485627443381	7	3.093995181
1.1	0.15	0.503212516918	7	6.178975972
1.5	0.25	0.481325967583	9	2.479068179
1.5	0.3	0.448857089216	9	1.756110034
1.1	0.2	0.489715640386	7	3.112585385
1.5	0.35	0.479415126276	8	0.96654484
1.1	0.25	0.486205412739	8	2.152387964
1.1	0.3	0.452777281367	8	1.812424988
1.1	0.35	0.487022523321	7	0.842891604
1.3	0.05	0.515850423308	6	58.52812899
1.3	0.1	0.506757756073	6	12.651555772
1.3	0.15	0.502189724851	7	6.058893914
1.3	0.2	0.487510731421	7	3.077612224
1.3	0.25	0.48364552916	8	2.080449416
1.3	0.3	0.450734643272	8	1.577955689
1.3	0.35	0.482628026843	8	1.036336568
1.6	0.05	0.515711088723	6	58.056856036
1.2	0.05	0.51589711616	6	57.368619224
1.6	0.1	0.506329495114	6	11.743588736
1.2	0.1	0.50690713832	6	12.135794148
1.6	0.15	0.500967407029	8	6.870853616
1.6	0.2	0.484783603656	8	3.268491109
1.2	0.15	0.502675764926	7	5.652410402
1.6	0.25	0.480244605429	9	2.367774358
1.2	0.2	0.48856709926	7	2.952082874
1.6	0.3	0.448004905137	9	1.8409985
1.6	0.35	0.478167206645	9	1.063251548
1.2	0.25	0.484892709066	8	2.064197814
1.7	0.25	0.479208868765	10	3.076436569
1.7	0.3	0.447216768659	10	1.938573348
1.7	0.35	0.477126421381	10	1.128565978
1.4	0.05	0.515804405709	6	56.090547036
1.4	0.1	0.506610879494	6	12.620400404
1.4	0.15	0.501746725501	8	6.916184035
1.4	0.2	0.486534066258	7	3.035812337
1.4	0.25	0.482458442789	8	2.164516671
1.4	0.3	0.449769150068	9	1.726073224
1.4	0.35	0.480892679628	8	0.966294561
1.7	0.05	0.515663727854	6	56.460285739
1.8	0.05	0.515616249984	6	56.16612477
1.7	0.1	0.506195693868	6	11.945946044
1.7	0.15	0.500622967698	8	6.776452809
1.8	0.1	0.506066550913	6	12.053766327
1.7	0.2	0.483996334066	8	3.362349136
1.8	0.15	0.500304389308	8	6.708832126
1.8	0.2	0.483260482387	8	3.41258004
1.8	0.25	0.478214231494	10	2.474592748
1.8	0.3	0.446496663323	11	2.236995642
1.8	0.35	0.476274741157	10	1.163227624
1.5	0.05	0.515758033564	6	55.169692516
2.2	0.2	0.480747661223	8	4.111080376
2.2	0.25	0.474547267642	11	3.736292813
2.2	0.3	0.444392260045	12	2.432128887
2.2	0.35	0.474493101644	11	1.366667318
2.0	0.05	0.51552221236	6	61.181223832
2.0	0.1	0.505821983838	7	14.384336281
1.9	0.05	0.515568979402	6	61.71794229
2.0	0.15	0.499734802434	9	7.517909165
2.0	0.2	0.481925387725	8	3.471016654
2.0	0.25	0.476328221294	11	2.796609583
1.9	0.1	0.505942011308	6	12.048402215
2.0	0.3	0.445276589862	11	2.118007212
2.0	0.35	0.475081082508	10	1.191382263
1.9	0.15	0.500009112542	9	7.33212666
1.9	0.2	0.482571512673	8	3.408204946
1.9	0.25	0.477255715106	10	2.451399009
2.3	0.05	0.515387144621	6	54.316804234
1.9	0.3	0.445848415853	11	2.089436337
1.9	0.35	0.475597435643	10	1.161507142
2.4	0.35	0.474444386021	11	1.290413334
2.3	0.1	0.505487989111	7	14.24583376
2.3	0.15	0.49901958009	9	7.308634824
2.3	0.2	0.480210217492	8	3.548686388
2.3	0.25	0.473682804141	11	3.027232406
2.3	0.3	0.44410267284	12	2.432065517
2.3	0.35	0.47440476549	11	1.389857892
2.1	0.05	0.515476196227	6	55.598900402
2.1	0.1	0.505706384645	7	14.613193069
2.5	0.05	0.515302828302	6	56.06585336
2.1	0.15	0.499479563703	9	8.009750697
2.1	0.2	0.481318328471	8	3.540878108
2.1	0.25	0.475427042754	11	2.847721751
2.1	0.3	0.444788004765	12	2.338390298
2.5	0.1	0.505285822108	7	14.095513088
2.1	0.35	0.474716026966	10	1.186809948
2.5	0.15	0.498617264051	9	7.801707469
