shape	dist	k_eff	kryl_iter	time
2.6	0.2	0.478772326301	9	3.632276641
2.6	0.25	0.471123513615	12	2.949558399
2.8	0.2	0.477937837044	10	4.069064949
2.8	0.25	0.469371026459	13	3.389820379
2.9	0.15	0.497951943921	9	7.16082352
2.8	0.3	0.44509404068	13	2.317843338
2.8	0.35	0.475772691442	13	1.930326994
2.9	0.2	0.477552368605	10	4.343733416
2.9	0.25	0.468449568831	13	3.337574403
2.9	0.3	0.44601810327	14	2.479677996
2.9	0.35	0.476371686564	13	1.425053586
2.9	0.05	0.515149773994	6	50.090451639
3.0	0.05	0.515114743647	6	48.560397858
2.9	0.1	0.504925773691	7	11.726806605
3.0	0.1	0.504844161318	7	11.157288928
3.0	0.15	0.497809535544	10	7.000149619
3.0	0.2	0.477186321548	10	3.508760204
3.0	0.25	0.467476667382	13	2.873248649
3.0	0.3	0.44725274246	15	2.473411137
3.0	0.35	0.477067389128	13	1.32961394
