0.5	0.15	0.29902162429	11	1.361486989
0.5	0.2	0.294476750425	23	2.016795772
0.3	0.05	0.306361574685	18	42.67692245
0.6	0.05	0.305135842766	14	34.302045587
0.3	0.1	0.303286667609	14	6.203362595
0.6	0.1	0.302461505161	13	5.759757975
0.6	0.15	0.299062901692	12	2.14671338
0.6	0.2	0.294832155265	18	1.747214855
0.3	0.2	0.292377663768	31	3.14568585
0.4	0.05	0.305536923598	14	34.200937013
0.7	0.05	0.30512030703	23	55.865966694
0.4	0.1	0.302848193111	15	6.928178578
0.4	0.15	0.29894733547	11	1.93296026
0.4	0.2	0.29386862704	27	2.785103673
0.7	0.1	0.302356211602	13	6.109911254
0.7	0.15	0.299118378154	12	2.307862583
0.7	0.2	0.295118148256	13	1.418648331
1.0	0.15	0.29939390791	16	3.013582651
1.0	0.2	0.29595149998	24	2.724440862
0.5	0.05	0.305372894503	14	35.443306681
0.5	0.1	0.302619989736	14	6.783285148
1.1	0.05	0.305090519159	13	30.779145026
1.1	0.1	0.30229427189	12	7.289112535
1.1	0.15	0.299512384106	18	5.317882311
1.1	0.2	0.29624271199	15	2.396434145
1.3	0.05	0.305113880641	13	40.297873443
1.3	0.1	0.302373700254	13	7.915740517
1.3	0.15	0.299772342003	21	5.877599676
1.3	0.2	0.29683507567	18	2.997346698
1.2	0.05	0.30510034016	13	39.031243724
1.2	0.1	0.302329193424	12	7.284292894
1.2	0.15	0.299639248765	19	4.595213484
1.2	0.2	0.296537720465	16	2.391421694
1.5	0.15	0.300050886606	24	6.172287382
1.5	0.2	0.297430508048	23	3.040785356
1.4	0.05	0.305132665637	24	67.11783833
0.8	0.05	0.319338293025	0	504.438407543
1.4	0.1	0.302424806021	13	6.854987411
0.8	0.1	0.302295885946	13	6.482308227
1.4	0.15	0.299909958517	22	5.015800311
1.4	0.2	0.297133091651	20	2.550395581
0.8	0.15	0.299193597399	13	2.803450376
0.8	0.2	0.295391286615	12	1.329010278
1.6	0.05	0.305037604773	27	67.959639227
1.6	0.1	0.302538674159	13	6.504991866
1.6	0.15	0.300194211815	26	5.932149073
1.6	0.2	0.29772648295	26	3.394126469
0.9	0.05	0.305086401682	13	32.854476255
0.9	0.1	0.302271153847	12	6.031455001
1.5	0.1	0.30248032563	13	6.891610466
0.9	0.15	0.299286562175	14	3.086876523
0.9	0.2	0.295667393276	23	3.100495529
1.7	0.05	0.305129938684	13	32.558421278
1.7	0.1	0.30259869478	13	6.703065119
1.7	0.15	0.300339329389	28	6.413985512
1.7	0.2	0.298020555329	29	3.800692497
1.8	0.05	0.305154158485	13	32.310695783
2.0	0.15	0.30078270565	34	7.814779111
1.0	0.05	0.305085120909	13	32.186198703
1.8	0.1	0.302659540794	13	6.261214602
2.0	0.2	0.298891487666	39	4.616799562
1.0	0.1	0.302273061588	12	5.742958851
1.8	0.15	0.300485871493	30	7.244440331
1.8	0.2	0.298312595798	32	4.433349744
2.1	0.05	0.305202611112	13	33.776459845
2.3	0.05	0.305230213945	13	34.021934265
2.1	0.1	0.302841630796	14	7.466772853
1.9	0.05	0.305172023982	13	33.68449405
2.3	0.1	0.302959483406	15	8.721680142
2.1	0.15	0.300933121184	36	8.577900757
1.9	0.1	0.302720591985	13	6.655819017
2.1	0.2	0.299179384211	43	5.753362907
2.3	0.15	0.301239250794	41	10.017106217
1.9	0.15	0.300633666399	32	7.599625522
2.3	0.2	0.299756370683	51	6.865663774
1.9	0.2	0.298602785887	36	4.639123022
2.2	0.05	0.305216688619	13	33.867312305
2.4	0.05	0.305243256281	13	34.408985001
2.2	0.1	0.302901044089	14	7.838173691
2.0	0.05	0.305187837858	13	34.758774531
2.4	0.1	0.303016812171	15	8.135283144
2.2	0.15	0.301085194861	39	9.236484893
2.0	0.1	0.302781400371	14	7.544005251
2.2	0.2	0.299467314736	47	5.880456498
2.4	0.15	0.301395820729	44	9.937328961
2.5	0.15	0.301555473241	47	10.645119045
2.4	0.2	0.30004792595	56	8.079444674
2.5	0.2	0.300343600218	61	8.051911792
2.8	0.05	0.305291191346	13	33.969418984
2.5	0.05	0.305255853685	13	34.44838877
2.8	0.1	0.303233959368	17	10.211343095
2.6	0.05	0.30526803051	13	35.820891939
2.5	0.1	0.303072969425	16	9.237686121
2.8	0.15	0.302060777973	59	14.820869747
2.6	0.1	0.303127888571	16	9.949819816
2.8	0.2	0.30127782175	80	10.334950788
3.0	0.15	0.30242990008	68	16.671730359
2.6	0.15	0.301718946174	51	12.473137856
2.6	0.2	0.300645422493	67	10.121958249
3.0	0.2	0.301972554219	98	14.638289844
2.9	0.05	0.305302203983	13	28.531593807
2.7	0.05	0.305279804748	13	28.63057949
2.9	0.1	0.303285106108	18	8.914739045
2.7	0.1	0.303181562473	17	7.657048305
2.9	0.15	0.30224127066	63	12.080842166
2.7	0.15	0.30188705315	55	10.521271431
2.9	0.2	0.301615199543	89	9.314259237
2.7	0.2	0.300955817453	73	8.148867355
3.0	0.05	0.305312855582	13	23.128455252
3.0	0.1	0.30333498885	18	6.752476564
